context1	context2	label
Аудан жері арқылы Нұра , Құланөтпес өзендері ағып өтеді . Көлдер өте көп : негізгілері –  <word>Қорғалжын</word> , Теңіз , Қоқай , Асаубалық , Сұлтанкелді , Есей , Шолақшалқар , Жәнібекшалқар , Шишалқор , Қарасор , Құмкөл , Алакөл , т . б .	Kazakhstan has three cultural and natural heritages on the UNESCO World Heritage list : the Mausoleum of Khoja Ahmed Yassaui , Petroglyphs within the Archaeological Landscape of Tamgaly , and the  <word>Korgalzhyn</word> and Nauryzumsky reserves .	F
Хикаяда қазақ тарихы  <word>Адам</word> , Нұх , Хам , Сам , Яфас жайлы әңгімелер арқылы өрбіп , ертеде өткен хандар өмірінен сыр шертіледі , Уыз хан деген кісінің халық құрметіне бөленіп , хан сайлануы жайлы сөз болады .	Human rights are `` rights and freedom s to which all humans are entitled '' . Proponents of the concept usually assert that everyone is endowed with certain entitlements merely by reason of being  <word>human</word> .	F
Халықтық педагогика - ол ұлттың мәдени сызығын өзінде сақтаған , әдіс тері және тәрбие дағдысы , өзіндік халықтың жиналу және басқа этностардың салты . Оқылудың көз бұлағы халық - педагогика  <word>фольклор</word> - этнография лық және антропологиялық материалдар , археология лық , табыстар , мемуарлық әдебиеттер және т . б . нормативті талаптар болып табылады .	Music in Madeira is widespread and mainly uses local musical instruments such as the Machete , rajao , Brinquinho and Cavaquinho , which are  <word>used</word> in traditional Folklore dances like the Bailinho da Madeira .	F
Аймақтық метаморфизмде жылудың , қысымның , ерітінділердің әсерінен тақтатастар , гнейс тер , гранулит тер , амфиболит тер ,  <word>мәрмәр</word> лер , кварцит тер , мигматит тер , эклогит тер қалыптасады . Оларға тақтатастық , сирек шомбал бітім , әркелкі түйірлі құрылым , " кордиерит , андалузит , силлиманит , кианит , ставролит , омфацит , альмандин , пироп " сияқты типоморфтық минералдар тән .	On August 8 , 2004 , the BAPS organization , a sect of Hinduism , opened BAPS Shri Swaminarayan Mandir , Chicago , a large temple , or `` mandir `` , on Illinois Route 59 , just south of U.S. Route 20 . Covering , it is the largest traditional Hindu mandir , of stone and marble , to be constructed in the United States . The mandir took 16 months to build and was constructed with Turkish  <word>limestone</word> , Italian marble , and Indian makrana marble .	F
Тесей Ипполитті қарғайды және , ашуға мінген Посейдон  <word>құдай</word> күтпеген жерден Ипполит өтіп бара жатқан жағалауға толқын жіберген толқын оны атымен бірге ағызып , құзға соғылып өледі . Не теңізден Посейдон жіберген бұқа шыққанда аттар қорқып Ипполиттің дал - дұлын шығарады . Ипполиттің делбесі жабайы зәйтүн ағашына ілінеді .	A similarly direct association is provided by the birth of Athena on the east pediment of the Parthenon , or the struggle for Attica between her and  <word>Poseidon</word> on its west pediment .	F
« Өнердегі өмірі үшін » номинация сымен Грэмми сыйлығының лауреат ы атанды . 2005 ж . оның есімі мен суреті салынған  <word>пошта</word> марка сы шығарылды . Дауыс жазу индустрия сына қосқан үлес і үшін Голливудтағы « Даңқ аллеясында » əншінің өзіндік , № 6262 жұлдызы бар .	The manga also seems to be set in the same universe as `` MPD Psycho `` and ``  <word>Mail</word> `` , other series that the authors Otsuka and Yamazaki respectively have worked on , as characters of these series appear in it .	F
<word>Өткізу</word> – мүлік ті немесе бағалы қағаздар ды ақша ға айналдыру – тауарды құнын толық төлеген сатып алушыға сату ( табыстау ). Бухгалтер лік есепте актив хабардар етілген және мәміле жасасуға дайын тәуелсіз тараптар арасында айырбасталатын немесе міндеттемемен төленетін мәміле мынадай жағдайларда : табыс сомасы барынша рас бағаланса ‚ мәміледен экономика лық пайда алынса ‚ нақты шығын барынша дәл бағаланса ‚ мәміле жасасылған затты меншіктену құқығы сатып алушыға табысталса ‚ өткізу деп есептеледі ; ал сатушы меншіктенуші құқығы мен міндеттерін сақтаса ; ақшалай қаражат алынса ‚ бірақ тауар босатылмаса ‚ жұмыс орындалмаса ‚ қызмет көрсетілмесе ‚ өткізу жүзеге асырылды деп танылмайды .	ColdHeat was an American company founded to develop and market products using the  <word>proprietary</word> graphite -like compound Athalite . The composite material is claimed by the manufacturer to have the unusual ability to conduct large amounts of heat and return to room temperature in a short amount of time .	F
Бақытжан Әбдірұлы Сағынтаев ( 13 қазан , 1963 ,  <word>Үшарал</word> , Талас ауданы , Жамбыл облысы ) — Қазақстан Республикасы ның мемлекеттік қайраткері , Қазақстан Республикасының Премьер - Министрі ( 2016 - 2019 ). Экономика ғылымдарының кандидаты ( 1990 ).	Asian Highway 68 ( AH68 ) is a road in the Asian Highway Network running 278 km ( 174 miles ) from Jinghe , Xinjiang , China to  <word>Usharal</word> , Kazakhstan connecting AH5 to AH60 .	F
Мұндай құйманың төрт түрі шығарылады . Біріншісінің құрамында ұнтақталып қуырылған соя дәндері бар ; екіншісінде — какаовелла , үшіншісінде какаовелладан басқа иіссіздендірілген соя ұны ; төртіншісінде — какао ұнтағымен бірге құрғақ майсыздандырған сүт бар  <word>кәмпит</word> сауыттарына құйылады . Түсі ашық Қоңырдан қоңырға дейін , қатты немесе сұйық күйінде шығарылады .	The table below summarizes some of the top-selling candy brands in different countries . Candy is a  <word>confection</word> that features sugar as a principal ingredient . The category , called `` sugar confectionery `` , encompasses any sweet confection , including chocolate , chewing gum , and sugar candy .	F
Батыс ~ Қазақстан ~ облысы Бөрлі ауданы ның тұрғыны , ауыз әдебиетін жинаушы Сағынғали Бекболатов жырлаған дастанда Маңғыстау өңірінен шыққан Ер Бөлек пен  <word>Дәуіт</word> батыр бастаған қазақ сарбаздарының қалмақтарға қарсы ерлік күресі баяндалады . Шығарма 11 буынды қара өлең және 7 — 8 буынды жыр үлгісімен аралас жазылған .	In the Book of Samuel , Shammah ( ) was the son of Agee , a Hararite ( 2 Samuel 23:11 ) or Harodite ( 23:25 ) , and one of King  <word>David</word> 's three legendary `` mighty men `` .	F
Футболдан КСРО чемпионатының туған күні ретінде 22 мамыр тойланды . 1936 жылы осы күні турнирдің ең алғашқы матчы ойналып , Ленинградтың " Динамо " және  <word>Мәскеудің</word> " Локомотив " клубтары кездесті . Бұл ойында 3 : 1 есебімен лениградтықтар жеңіске жетті .	He was voted Lokomotiv-2 player of the year in 2009 . On 5 February 2010 , Krivoruchko was promoted to the main team of  <word>Lokomotiv</word> . On 21 December 2010 , he left the club .	F
Әрине , ДШТ өзгеріссіз жағдайда болатын потенциал кезінде нақты нәтиже болады , мысалы , а - суреттегі ф2 - бөлікте . Мұндайда Ij = k C Илькович тендеуіне бағынып , ток пен  <word>концентрация</word> арасында түзу сызықты тәуелділік байқалады ( б - суреттегі аа түзуі ). Егер титрлеуді ДШ ток аймағынан шығып кететін потенциал кезінде жүргізсе , онда титрлеу кисығы түзу сызықтардан біршама өзгеше болуы мүмкін , мұндайда ток шамасынын да тұрақтылығы төмендеп , титрлеу дәлдігі азаяды ( суреттегі вв қисығы ).	Leaf protein concentrate ( LPC ) is a concentrated form of the protein s found in the leaves of plants . It has been examined as a human or animal food source , because it is potentially the cheapest , most  <word>abundant</word> source of available protein .	F
Онда қазақ халқының ежелден келе жатқан діни нанымдары мен соларға негізделген шығарма лар басылған . Ол шығарма ларды ауызекі айтылуы күйінде кирилл  <word>әліпби</word> імен қазақ , орыс тілдерінде жариялаған . Миропиев жинағы арқылы тілші ғалымдар сол кездегі қазақтың сөйлеу тілін зерттеуге мүмкіндік алды .	Let `` A '' be an arbitrary finite  <word>alphabet</word> . Let `` A '' be its free semigroup . Then let formula_1 be the set of profinite word s over `` A '' . Given a semigroup morphism formula_2 , let formula_3 be the unique continuous extension of formula_4 to formula_1 .	F
Бастапқы қабаттық қысым 2 - 29 , 2 МПа . Өнімді қиманың төменгі бөліктеріндегі хлоркальцийлі қабат суларының минералдары 150 - 230 г / л және ол йод қа , бром ға ,  <word>бор</word> ға бай ; апт жікқабаты және баррем қабаттарында олардың құрамы гидрокарбонатты - натрийлі және сульфатты - натрийлі .	Boron triiodide is a  <word>chemical</word> compound of boron and iodine with chemical formula BI . It has a trigonal planar molecular geometry . It is a crystalline solid , which reacts vigorously with water to form hydroiodic acid and boric acid .	F
Одан бөлек Қазақстанның СКИФ ( Алматы , 1980 ) " Спартак " ( Семей , 1982 - 85 , 1987 - 88 , 1994 , 95 ), " Болат " ( 1980 , 81 ), " Мелиоратор " ( Шымкент , 1986 ), " Достық " ( Алматы , 1993 ), Германияның " Пройсен " ( 1993 , 94 ), Болгарияның "" Минер " ( 1992 , 93 ), клубтарында ойнаған . 2000 жылы "  <word>Восток</word> " сапында ойнап , 40 жасында футбол ойнауды доғарды да , бапкерлікке кірісті .	In the summer of 2007 , he joined Azerbaijan i club Olimpik Baku . The following summer he moved to Kazakhstan , where he would play for Vostok ,  <word>Ordabasy</word> and Tobol in successive seasons .	F
Бұқтырма — көне обалар тобы . Шығыс Қазақстан облысы , Глубоков ауданы ,  <word>Бұқтырма</word> ауылынан солтүстікке қарай 2 км жерде . " 1953 жылы " Шығыс Қазақстан археологиялық экспедициясы ( жетекшісі С . С . Черников ) зерттеген .	Zyryanovsk is located in the Rudnyi Altai , on the banks of the Berezovka River , a left tributary of the  <word>Bukhtarma</word> . A 183-km railroad connects Zyrianovsk with Ust-Kamenogorsk . Also through Zyryanovsk there passes a highways Ust-Kamenogorsk – Rakhmanovskie Kluchi and Ust-Kamenogorsk – Bolshenarymskoe .	F
Мұндай бұлақтар республиканың шығыс және оңтүстік өңірлеріндегі таулы аймақтарда кездеседі . жер асты суларының жер бетіне табиғи шығуы . Бұлақ үнемі және үзіліспен ағып тұрады .  <word>Бұлақ</word> тардың көпшілігі жерге сіңген қар , жаңбыр суларымен ( вадоздық бұлақтар ) қоректенеді . Жайшылықта бұлақ суы суық болады және онда еріген тұздың мөлшері көп болмайды .	Manatee Springs State Park is located west of town ; the crystal-clear water is a `` first-magnitude '' spring that flows directly  <word>into</word> the Suwannee River . The park offers a full slate of activities , including camping .	F
Бұл жүйенің негізгі бірліктері : метр , килограмм , секунд , ампер ( ток күшінің бірлігі ), ал туынды бірліктер : күш бірлігі - ньютон , энергия бірлігі - джоуль , қуат бірлігі -  <word>ватт</word> .	X derives its name as a successor to a pre-1983 window system called  <word>W</word> ( the letter preceding X in the English alphabet ) . W ran under the V operating system .	F
С . Ж . Асфендияров атындағы Қазақ ұлттық медицина университеті ( ҚазҰМУ , БАҚ және мерекелік іс - шараларда « Бірінші медициналық » () ) — 1930 жыл ы негізі қаланған  <word>Қазақстан</word> дағы тұңғыш және жетекші медициналық жоғары оқу орындары ның бірі .	The Ministry of Digital Development , Communications and Mass Media of the Russian Federation ( until 2018 was the Ministry of Telecom and Mass Communications ) ( ) , also known as MinComSvyaz Rossii ( ) , is the governmental agency in Russia established in May 2008 that is responsible for telecommunications ,  <word>media</word> and the post .	F
Глокализация — глобализация ( жаһандану ) мен локализация ( жергіліктену ) терминдерінен құралған құйылысқан сөз және  <word>неологизм</word> . Бұндағы сөз құраушы қос терминді қарама - қайшы ұғым ретінде емес , бірін - бірі толықтыратын үдеріс ретінде түсіну қажет .	Like most Indo-European  <word>languages</word> , including English , Portuguese classifies most of its lexicon into four word classes : verb s , noun s , adjective s , and adverb s. These are `` open '' classes , in the sense that they readily accept new members , by coinage , borrowing , or compounding .	F
Азия да – Сингапур , Малайзия , Шри - Ланка , Пәкстан ( 1973 ), Үндістан ; Еуропа елдерінде – Финляндия ( 1971 ), Франция , Германия ( 1972 ), Италия ( 1976 ), Швеция да ( 1970 , 1984 ) өткізілген КСРО мәдениеті күндерінде Қазақстанның еңбек сіңірген ұжымдары – Құрманғазы атындағы халық аспаптар оркестрі , хор капелласы , ән - би ансамблі , классикалық би ансамблі , “ Отырар сазы ” оркестрі , “ Гүлдер ”, “ Дос - Мұқасан ”, “  <word>Арай</word> ” ансамбльдері , “ Сазген ” этнографиялық ансамблі , т . б .	Exterior architectural photography usually takes advantage of available light by day , or at  <word>night</word> it uses ambient light from adjacent street lights , landscape lights , exterior building lights , moonlight and even twilight present in the sky in all but the darkest situations .	F
Келген адам орталық залға бас порталдың сәнді есігі арқылы кіреді . Қазандық Қазақстан мен Орта Азия дағы кірпіштен өрген  <word>күмбез</word> дердің ішіндегі ең үлкені , диаметрі 18 , 3 метрлік күмбезбен көмкерілген . Бұл бөлмеден өткен соң оюмен өрнектелген ағаш есік арқылы Қожа Ахмет Ясауи мүрдесі жатқан бөлмеге кіруге болады .	Also above the eaves is a stone-dressed dormer casement window in Baroque style on each face of the building . Over the corner of the building is a lead-roofed cupola with a  <word>lantern</word> and a dome d roof bearing a tall finial . Beneath the cupola is an arched three-light window on each face of the building .	F
Футболдан Қазақстан Супер Кубогы 2008 — 2008 жылдың 2 наурызында Қазақстан чемпионы  <word>Ақтөбе</word> мен Қазақстан Кубогының иегері Тобыл командалары арасында өтті . Матч Алматыдағы Орталық стадионда өтті . Бұл матчты 12 мың жанкүйер тамашалады .	Ostap also played for Žalgiris Vilnius and Vetra in Lithuania , Gabala in Azerbaijan , Mash ’ al Mubarek in Uzbekistan ,  <word>Tobol</word> in Kazakhstan and Nistru Otaci , Tiligul-Tiras Tiraspol and Agro-Goliador Chişinău in his native Moldova .	F
Кенттер : Ағадыр , Ақжал , Ақтас , Ақтау , Ақшатау , Атасу , Жоғарғы Қайрақты , Гүлшат , Дария , Долинка , Жәйрем , Жамбыл , Жарық ( Сейфуллин ), Жезді , Жезқазған , Изумрудный , Қайрақты , Қарабас , Қарағайлы , Қарсақпай , Нұра ,  <word>Қоңырат</word> , Қушоқы , Қызылжар , Мойынты , Молодёжный , Новодолинский , Осакаровка , Сарышаған , Саяқ , Ғабиден Мұстафин , Топар , Ботақара , Шақан , Шашубай , Шұбаркөл , Южный .	Centred in the irrigated plains of the lower Amu Darya , south of the Aral Sea , with the capital in the city of Khiva , the country was ruled by an Uzbek Turkic tribe , the  <word>Khongirad</word> s , who came from Astrakhan .	F
Жонгерлік өнер – цирк өнерінің бір түрі ; үш немесе онан да көп затты белгілі бір ырғақпен лақтырып және қағып алу машығы . Жонгерлік өнердің алғашқы үлгілері Мысыр ( Ежелгі Египет ), Грекия ,  <word>Рим</word> , Қытай , Жапонияда пайда болған . Орта ғасырларда оны француз кезбе артистері ( қ . Жонглер ) жетілдірген .	Magnificent golden mosaics with their graphic simplicity and immense  <word>power</word> brought light and warmth into the heart of churches . Byzantine capitals break away from the Classical conventions of ancient Greece and Rome . Sinuous lines and naturalistic forms are precursors to the Gothic style .	F
Кен орны қос қанатты күмбезді құрылымнан түзілген , төменгі бор және ортаңғы  <word>юра</word> шөгінділері мұнайлы болып саналады . Мұндағы алты мұнайлы горизонттың біреуі төменгі борда , қалғандары ортаңғы юра қабатында орналасқан . Горизонттардың орналасу тереңдігі 172 - 644 м .	In geology , Neocomian was a name given to the lowest stage of the  <word>Cretaceous</word> system . It was introduced by Jules Thurmann in 1835 on account of the development of these rocks at Neuchâtel ( Neocomum ) , Switzerland .	F
1936 – 1997 жылдары астық өсіру кеңшарының орталығы болды . Оның негізінде Федоровкада және округке қарасты Вербовой , Тақсай ,  <word>Жайық</word> , Қабылтөбе , Шарақап елді мекендерінде ӨК , 2 ЖШС және 27 шаруа қожалығы құрылды .	The Yamnaya culture , also known as the Yamnaya Horizon , Yamna culture , Pit Grave culture or Ochre Grave culture , was a late Copper Age to early Bronze Age archaeological culture of the region between the Southern Bug , Dniester , and  <word>Ural</word> rivers ( the Pontic steppe ) , dating to 3300–2600 BC .	F
Кейде ол асқынып кетіп тыныс жолын , нерв жүйесі н , қан тамырды , жүректі ауруға шалдықтырады . Тұмауды қоздыратын  <word>вирустар</word> ( микробтар ) тыныс жолының кілегей қабығында өсіп - өнеді . Тұмау тиген адам аурудың микроб ын жөтелгенде , түшкіргенде және қақырығы арқылы ауаға таратады .	Much of the genomic dark matter is thought to originate from ancient transposable elements and from other low-complexity repetitive elements . Uncategorized  <word>genetic</word> material is found in humans and in several other organism s. Their phylogenetic novelty could indicate the cellular organism s or virus es from which they evolved .	F
Бұдан кейін ол Ордабасы , Тобыл , Ордабасы , Астана және  <word>Шахтер</word> клубтарында ойнады . Соңғы клубтағы жақсы ойыннан кейін Мұратты астаналық Локомотив шақырды . Ол жақта Сүймағамбетов негізгі құрамға ілікпей , қайтадан Ордабасы клубына келеді .	Botev Plovdiv was allowed to participate in the 2013–14 UEFA Europa League , taking the place of the then financially struggling CSKA Sofia , this marked the return of the team in Europe , after 18 years of absence . The club defeated the likes of  <word>Astana</word> and Zrinjski Mostar , before being eliminated by Stuttgart in the third qualifying round . In 2013–14 , Botev Plovdiv finished fourth once more and also reached the 2013–14 Bulgarian Cup final , where they lost 0–1 to Ludogorets Razgrad .	F
Түйіспесіз жарғыштардың жұмыс жасау принципі нысана дан шығатын ( сәулеленетін ) дыбыс тық және басқа да тербелістердің энергиясын қабылдауға немесе нысанадан түскен , жарғыштардан сәулеленген электрмагнитті және басқа да тербелістерді қабылдауға негізделеді . Жару үшін қолданылатын энергияның түріне қарай Түйіспесіз жарғыштар радиолокация лық ,  <word>акустика</word> лық , жылу ( инфрақызыл ) магнит тік және т . б . болып бөлінеді .	The instrumentation is quite minimalistic . Guitarists and bassist are working with amplifiers by Sovtek ,  <word>Acoustic</word> , Orange , Hiwatt , Sunn and Marshall plus fuzzbox es . The singer uses delay - and reverb -pedals .	F
Жанрдың шарықтауы австриялық Зингшпильдің классикалық үлгілерін жасаған В . А . Моцарттың шығармаларымен (“ Серальдан алып қашу ”, “ Сиқырлы сыбызғы ”) байланысты .  <word>Моцарт</word> дәстүрінің жалғасын Л . ван Бетховен , Ф . Шуберт , К . М . фон Вебер , А . Лорцинга , О . Николай шығармаларынан көруге болады .	Vatnabyggd included the settlements of Kristnes , Saskatchewan ( 1903 ) , Dafoe ( 1905 ) , Kandahar ( 1905 ) , Wynyard ( 1904 ) ,  <word>Mozart</word> ( 1903 ) , Elfros ( 1903 ) , Leslie ( 1907 ) , Holar , Saskatchewan ( 1905 ) , Mount Hecla , Saskatchewan ( 1904 ) and Foam Lake ( 1892 ) .	F
Олар ылғалды мәңгі жасыл экваторлық ормандардан ( гилея ) мәңгі мұздық тар белдеуіне дейін жіктеледі . Қар сызығы  <word>Аляска</word> тауларында 600 метр , Отты Жер аралында 700 – 1000 м - ден Боливия мен Оңтүстік Перу жерінде 6000 – 6300 м - ге дейін көтеріледі . Бұл тауларда дүние жүзіндегі ең биік тау басындағы егіншілік аудандары ( 3500 – 4000 м ) орналасқан .	It is native to North America , where it occurs throughout much of  <word>Alaska</word> , northern and western Canada , and the contiguous United States south through the Rocky Mountains to northern New Mexico .	F
‘’’ Әлнұр Әлжаппарұлы Мұсаев ’’’ ( 4 . 1 . 1954 ж . т ., Тұрар Рысқұлов ауданы ,  <word>Құлан</word> ауылы ) – мемлекет қайраткері , генерал - майор . Қазақ политех . институтын ( қазіргі Қазақ ұлттық тех . ун - ті ) ( 1976 ), КСРО Мемл . қауіпсіздік комитетінің Жоғары мектебін ( 1980 ) бітірген .	Animals found in the region include the Syrian brown bear , wild boar , gray wolf , golden jackal , Indian crested porcupine , red fox , goitered gazelle , Eurasian otter , striped hyena , Persian fallow deer ,  <word>onager</word> , mangar and the Euphrates softshell turtle .	F
1929 жылы т ., Түркістан облысы , Түлкібас ауданы ) — тіл білімі маманы , филология ғылым кандидаты , доцент . Шымкент педогокиалық институтын бітірген ( 1960 ). 1960 — 1966 жылы мектептерде мұғалім , мектеп  <word>директоры</word> . 1966 — 1970 жылы Шымкент облысы партия к - тінде нұсқаушы . 1970 — 1971 жылы Келес ауданы халыққа білім беру бөлімінің меңгерушісі .	In ice hockey , cycling is an offensive strategy that moves the puck along the  <word>boards</word> in the offensive zone to create a scoring chance by making defenders tired or moving them out of position .	F
Аудан орталығы мен округтің елді мекендерінде (  <word>Ақсу</word> , Ақтөбе , Еңбекшіл , Қайрақты ) 30 - дан астам аудандық және облыстық бағыныстағы мемлекеттік мекемелер мен кәсіпорындар , 2 орта , 4 бастауыш мектеп , кәсіби мектеп , интернат үйі , аурухана , 4 ФАП , 37 дүкен , 7 асхана , 8 АЗС , мейманхана , 5 жеке меншік монша , 3 шаштараз , 4 жеке меншік дәріхана , жастардын демалу орталығы , кітапхана , мәдениет үйі , ауылдық клуб , мешіт , мұражай , балалар мен жастардың спорт мектебі мен балабақша , басқа да мәдени - тұрмыстық мекемелер бар .	He made his debut for the Kazakhstan national football team on 18 February 2015 , replacing Azat Nurgaliev for the last 16 minutes of a 1–0 friendly win over Moldova in  <word>Aksu</word> .	F
Исатай ауданы - Исатай , Аққыстау ,  <word>Өркен</word> , № 17 - темір жол айрығы , Жанбай , Жаңа Жанбай , Мыңтөбе , Нарын , Хамит Ерғалиев , Жасқайрат , Ауқайраң , Тұщықұдық , Айбас , Қызылүй , Зинеден , Амангелді	In plants , organogenesis , which is simply the process of forming new organs , occurs continuously and only stops when the plant dies . In the  <word>shoot</word> , the shoot apical meristem s regularly produce new lateral organs ( leaves or flower s ) and lateral branches . In the root , new lateral root s form from weakly differentiated internal tissue ( e.g .	F
Белдем жер беті ағын суына кедей . Ірі Жайық , Жем , Сырдария ,  <word>Талас</word> , Шу , Іле , Сарысу , Қаратал , Ақсу , Лепсі , Аягөз өзендері шөл өңірінен ағып өтеді . Жер асты су қоры мол .	The Kyrgyz epic hero Manas is said to have been buried in the Ala-Too mountains in Talas Province , in northwestern Kyrgyzstan . The mausoleum 12 km east of the town of  <word>Talas</word> is believed to house his remains and is a popular destination for Kyrgyz travelers . Traditional Kyrgyz horsemanship games are held there every summer since 1995 .	F
Медресе тарихы Үндістан дағы Дели , Калькутта , Лахор қалаларынан басталып , Иран дағы Тегеран ( Рей ), Исфаһан , Тебриз ; Ауғанстан дағы Кабул , Герат ; араб шығыс әлеміндегі Бағдат , Александрия , Каир ( Мысыр ), Дамаск ( Шам ); Африка дағы ( Мағриб ) Алжир , Тунис , Триполи ге дейін ; Испания да Кордова ға ; Орта Азия да Бұхара , Самарқанд қа және  <word>Қазан</word> , Уфа , Семей , Орынбор ға дейін шығыс елдеріне кең тараған мұсылмандық ағарту ісімен тығыз байланысты .	Kazan Metro ( ; ) is a rapid-transit system that serves the city of  <word>Kazan</word> , Tatarstan , Russia . The metro system was the seventh opened in Russia , and the fifteenth in the former Soviet Union region .	F
көптеген тәжірибе стансалары шұғылданады . Зоотехния малдың биологиялық ерекшелігін зерттейтін ғылым болғандықтан ол биология , зоология , анатомия , гистология ,  <word>физиология</word> , биохимия , генетика , цитология , иммунология , т . б . ғылымдарға сүйенеді және ветеринария , агрономия , ауылшаруашылығы өндірісін ұйымдастырумен , т . б .	A student who majors in a science must choose a minor in the humanities or social sciences . All students meet the pre-med science requirements by taking  <word>cell</word> and molecular biology , botany , physiology , general chemistry , organic chemistry , and general physics . B.A.–M.D .	F
Футболдан Қазақстан Супер Кубогы 2008 — 2008 жылдың 2 наурызында Қазақстан чемпионы  <word>Ақтөбе</word> мен Қазақстан Кубогының иегері Тобыл командалары арасында өтті . Матч Алматыдағы Орталық стадионда өтті . Бұл матчты 12 мың жанкүйер тамашалады .	Čikoš made his debut for the club , in the return leg of second round Champions League , as Slovan Bratislava beat  <word>Tobol</word> on away goal after the match ended with a 1–1 draw on 19 July 2011 .	F
Іргесі 1954 жыл ы тың және тыңайған жерлерді игеруге байланысты қаланған . 1954 — 96 жылдары астық өсіретін кеңшардың орталығы болып келді . Оның негізінде Симферопольскоеде және округтегі  <word>Бұлақ</word> , Жолдыбай ауылдарында ұжымдық кооператив жұмыс істейді .	The terrain of the field is highly permeable to water , which later forms wetland s that attract a number of birds and  <word>spring</word> s that are used as a source of water .	F
2006 жылы қаңтарда NASA жариялаған Хаббл ғарыштық телескобының суретеріне негізделгенде , Темірқазық ( Кіші аю α жұлдызы ) жұлдызындағы осы үш жұлдызды анық ажыратуға болады . Темірқазық А жұлдызы Ергежейліге 18 . 5 AU шамасында жақын орналасқан , бұл шамамен күн мен  <word>Уран</word> ғаламшар ының арасындағы қашықтық . Осы арқылы Темірқазық А жұлдызының жарығы қалай жасырылатынын аңғаруға болады .	Desdemona is an inner satellite of Uranus . It was discovered from the images taken by `` Voyager 2 `` on 13 January 1986 , and was given the temporary  <word>designation</word> S/1986 U 6 .	F
Ет ұлпалары өкілдерінің ортақ белгілері олардың ұқсас эмбрион дық  <word>жасушалар</word> — миобласттардан дамуы және ет жасушалары ( миоциттер ) мен ет талшықтарында ( симпласт ) жиырылу процесін қамтамасыз ететін арнайы органелаллар — миофибриллалардың ( протеиндік жіпшелердің ) болуы .	The blastula ( from Greek `` βλαστός `` ( blastos ) , meaning `` sprout `` ) is a hollow sphere of cell s , referred to as blastomere s , surrounding an inner fluid-filled cavity called the blastocoel formed during an early stage of embryonic development in animal s .  <word>Embryo</word> development begins with a sperm fertilizing an egg to become a zygote which undergoes many cleavages to develop into a ball of cells called a morula .	F
<word>Күн</word> ді бақылай келе , ғалымдар ерте кезден - ақ оның жұлдыздар арасында қозғала отырып , бір жылда аспан сферасының үлкен дөңгелегі бойымен бір айналым жасайтынын байқаған . Бұл үлкен дөңгелекті ежелгі гректер эклиптика деп атаған .	This is an ordinary G-type main-sequence star with a stellar  <word>classification</word> of G0V , which indicates it , like the Sun , is generating energy through core hydrogen fusion . It is slightly larger , hotter , brighter , and more massive than our Sun . The metal content is about 8 % greater than the Sun , and it has a quiet ( magnetically inactive ) chromosphere .	F
Бұл іс - шара негізгі және маңызды , әр тағам дардың бірнеше рет ауысуын қарастырады . Сонымен қатар , банкеттің ұйымдастырылуы бойынша , тағамдар бірнеше рет қойылады . Бірінші рет ,  <word>даяршы</word> лар келген қонақтарға салқын тағамдарды ұсынады . Одан кейін ыстық тағамдар , негізгі тамақ пен десерт болады . Барлық ас мәзірі міндетті түрде тапсырыс берушімен келісіледі .	These rumors have never been proven . Cino was industrious , acting as  <word>host</word> while simultaneously serving as maintenance man , server , and barista . He generally kept other jobs in order to support himself and the café .	F
Оған  <word>Торғай</word> , Ақмола , Семей , Жетісу , Орал облыстарынан және Бөкей ордасы нан тоғыз адам қатысты . Қазақстан нан қатысушы өкілдер қазақтың Сібір автономиясы на уақытша турде кіргісі келетіндігін айтты .	To draft Regulation governing the Kazakh steppe the Government of the Russian Empire formed Steppe Commission in 1865 . On 21 October 1868 , Tsar Alexander II signed a draft Regulation on governing Turgay , Ural , Akmolinsk and  <word>Semipalatinsk</word> oblasts . In 1869 , Akmolinsk external district and department were cancelled , and Akmolinsk became a center of newly established Akmolinsk Oblast .	F
Blender – үшөлшемді компьютерлік графика ны құруға арналған еркін пакет , ол өзіне  <word>модельдеу</word> , анимация , рендринг , видео ны постөңдеу мен қатар интерактивті ойын құру құралдарын қоса қамтиды . Кәсіби жасаушы пәрмендердің ( команда ) арқасында және жылдам әрі тұрақты дамуының әсерімен бұл пакет қазіргі таңда тегін 3D редакторлары арасында айрықша қолданысқа ие .	The performance was low-end compared to others in its  <word>model</word> line , with a total of . However , the GT 1300 Junior 's top speed of over 100 mph and 0-60 mph time of 12.6 seconds were very good for a fully appointed coupé with an engine of only 1300 cc displacement .	F
Бекмағанбет Сұлтанғазиев ( 1899 , Жезқазған облысы , Жаңаарқа ауданы , Тасқора ауылы - 16 . 01 . 1950 , Жамбыл облысы , Сарысу ауданы ,  <word>Жайылма</word> ауылы ) - қазақ зергер і , руда танушы .	On the upper reaches near the Minnesota- Wisconsin border , the river 's  <word>floodplain</word> is between 1.5 and 5 kilometers ( between 1 and 3 mi ) wide . South of St. Louis , Missouri , the alluvial floodplain is approximately 80 kilometers ( 50 mi ) wide .	F
